Timestamp,Timestamp_UNIX,TP9,AF7,AF8,TP10,Valence,Arousal,Dominace,Viewed,Video,Participant
2024-02-27 15:49:25.292594,1709045365.292594,-28.3203125,-32.71484375,-33.69140625,-55.17578125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.296499,1709045365.2964993,-56.15234375,-36.1328125,-32.2265625,-55.6640625,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.300405,1709045365.3004043,-49.31640625,-22.94921875,-23.4375,-34.66796875,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.304310,1709045365.30431,-27.34375,-24.90234375,-17.578125,-26.3671875,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.308215,1709045365.3082154,-28.3203125,-32.2265625,-34.1796875,-37.59765625,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.312121,1709045365.312121,-32.71484375,-31.25,-44.921875,-42.96875,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.316026,1709045365.316026,-59.5703125,-37.59765625,-37.109375,-43.45703125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.319932,1709045365.3199315,-80.078125,-38.57421875,-36.1328125,-37.59765625,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.323837,1709045365.3238368,-41.015625,-41.9921875,-39.0625,-36.62109375,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.327742,1709045365.327742,-6.8359375,-33.69140625,-31.25,-37.109375,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.331648,1709045365.3316476,-12.20703125,-22.4609375,-30.2734375,-31.73828125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.335553,1709045365.335553,-33.69140625,-28.3203125,-29.296875,-35.64453125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.339466,1709045365.3394656,-54.19921875,-28.80859375,-31.73828125,-41.9921875,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.343371,1709045365.3433712,-25.87890625,-17.578125,-29.78515625,-31.73828125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.347276,1709045365.3472764,-5.37109375,-24.90234375,-28.3203125,-28.80859375,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.351182,1709045365.3511815,-23.92578125,-33.203125,-32.71484375,-41.50390625,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.355087,1709045365.3550873,-51.26953125,-28.3203125,-29.296875,-36.1328125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.358993,1709045365.3589926,-58.10546875,-31.25,-39.55078125,-27.83203125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.362898,1709045365.362898,-29.78515625,-36.62109375,-44.43359375,-30.2734375,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.366803,1709045365.3668034,-22.4609375,-33.69140625,-38.0859375,-39.0625,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.370709,1709045365.3707087,-42.96875,-38.0859375,-35.64453125,-43.9453125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.374614,1709045365.374614,-55.17578125,-37.109375,-26.85546875,-29.78515625,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.378520,1709045365.3785195,-68.84765625,-27.34375,-29.78515625,-33.203125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.382425,1709045365.3824248,-44.921875,-26.3671875,-28.80859375,-43.9453125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.386337,1709045365.386337,-6.8359375,-32.71484375,-20.99609375,-43.9453125,1.0,1.0,1.0,1.0,5.m4v,6.0
2024-02-27 15:49:25.390242,1709045365.3902423,-19.04296875,-33.69140625,-27.34375,-50.29296875,1.0,1.0,1.0,1.0,5.m4v,6.0
