Timestamp,Timestamp_UNIX,TP9,AF7,AF8,TP10,Valence,Arousal,Dominace,Viewed,Video,Participant
2024-02-27 15:44:39.002718,1709045079.002718,-32.71484375,-23.92578125,-28.3203125,-19.53125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.006623,1709045079.0066226,-42.96875,-30.76171875,-27.34375,-31.25,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.010527,1709045079.010527,-70.80078125,-38.57421875,-35.64453125,-37.59765625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.014431,1709045079.0144317,-92.28515625,-37.109375,-38.57421875,-33.203125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.018336,1709045079.0183358,-69.82421875,-37.59765625,-34.66796875,-22.94921875,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.022240,1709045079.0222404,-30.2734375,-39.55078125,-37.59765625,-26.85546875,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.026145,1709045079.0261447,-32.2265625,-33.69140625,-33.203125,-31.73828125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.030049,1709045079.030049,-75.68359375,-31.25,-30.76171875,-37.109375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.033954,1709045079.0339537,-99.609375,-36.62109375,-32.71484375,-35.64453125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.037858,1709045079.0378582,-76.66015625,-39.55078125,-32.71484375,-26.85546875,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.041763,1709045079.0417626,-42.96875,-35.15625,-32.71484375,-26.3671875,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.045667,1709045079.0456672,-41.50390625,-32.71484375,-31.25,-32.2265625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.049592,1709045079.049592,-70.80078125,-32.71484375,-25.390625,-41.9921875,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.053496,1709045079.0534964,-104.4921875,-30.2734375,-26.85546875,-41.50390625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.057401,1709045079.0574007,-93.75,-29.78515625,-27.83203125,-33.69140625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.061305,1709045079.0613053,-60.05859375,-32.71484375,-27.83203125,-36.62109375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.065210,1709045079.0652096,-52.734375,-31.25,-31.73828125,-38.57421875,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.069114,1709045079.0691142,-60.546875,-29.296875,-29.296875,-39.55078125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.073019,1709045079.0730186,-81.54296875,-26.85546875,-30.76171875,-39.0625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.076923,1709045079.0769231,-101.5625,-27.83203125,-32.2265625,-32.2265625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.080827,1709045079.0808277,-71.77734375,-32.71484375,-29.78515625,-27.83203125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.084732,1709045079.084732,-34.66796875,-39.0625,-32.2265625,-24.90234375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.088636,1709045079.0886364,-38.57421875,-39.0625,-35.15625,-32.71484375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.092541,1709045079.092541,-69.3359375,-32.71484375,-29.78515625,-33.203125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.096464,1709045079.0964644,-84.9609375,-31.25,-24.90234375,-24.4140625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.100369,1709045079.1003687,-63.4765625,-36.1328125,-30.2734375,-19.04296875,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.104273,1709045079.104273,-36.1328125,-31.73828125,-33.69140625,-20.01953125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.108178,1709045079.1081777,-46.38671875,-30.2734375,-29.78515625,-27.34375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.112082,1709045079.1120822,-76.171875,-33.69140625,-24.90234375,-31.25,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.115987,1709045079.1159866,-69.82421875,-36.62109375,-29.296875,-27.83203125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.119891,1709045079.1198912,-48.33984375,-38.0859375,-35.15625,-25.390625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.123796,1709045079.1237955,-43.9453125,-31.25,-33.203125,-29.78515625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.127700,1709045079.1277,-43.45703125,-29.296875,-28.80859375,-36.1328125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.131604,1709045079.1316044,-63.96484375,-27.83203125,-26.3671875,-40.52734375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.135509,1709045079.135509,-84.9609375,-30.76171875,-30.76171875,-38.0859375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.139413,1709045079.1394134,-60.05859375,-31.25,-38.57421875,-27.34375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.143336,1709045079.1433356,-41.9921875,-27.83203125,-33.69140625,-28.3203125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.147240,1709045079.14724,-39.55078125,-28.80859375,-26.3671875,-32.71484375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.151145,1709045079.1511445,-57.6171875,-23.92578125,-27.83203125,-36.62109375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.155049,1709045079.1550488,-87.40234375,-32.71484375,-32.2265625,-38.0859375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.158953,1709045079.1589534,-59.5703125,-34.66796875,-35.64453125,-28.3203125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.162858,1709045079.1628578,-30.2734375,-26.85546875,-34.1796875,-27.83203125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.166762,1709045079.166762,-47.36328125,-27.83203125,-33.203125,-32.2265625,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.170667,1709045079.1706667,-67.3828125,-22.94921875,-30.76171875,-35.64453125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.174571,1709045079.174571,-75.68359375,-19.04296875,-25.87890625,-32.71484375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.178476,1709045079.1784756,-79.58984375,-22.4609375,-22.94921875,-19.53125,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.182380,1709045079.18238,-52.24609375,-25.87890625,-21.97265625,-14.6484375,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.186285,1709045079.1862843,-38.0859375,-26.85546875,-21.484375,-22.94921875,-1.0,1.0,-1.0,0.0,4.m4v,6.0
2024-02-27 15:44:39.190205,1709045079.1902049,-68.84765625,-27.83203125,-19.53125,-31.25,-1.0,1.0,-1.0,0.0,4.m4v,6.0
